Gender,AgeGroup,MonthlyIncome,LoanAmount,RepaymentStatus
0,4,40,239,X
0,2,46,104,T
0,2,34,418,X
0,3,27,298,X
1,4,52,367,X
0,3,35,446,X
1,3,24,284,X
1,2,18,366,X
0,1,8,375,X
0,3,34,449,X
1,1,15,460,X
0,2,49,103,T
0,3,69,111,T
0,2,42,280,X
0,3,54,73,T
0,2,26,444,X
1,2,15,441,X
0,1,5,159,X
1,1,18,117,X
1,3,23,474,X
1,2,26,369,X
1,3,29,416,X
0,1,20,288,X
0,1,14,388,X
0,4,54,129,T
1,2,44,618,X
0,4,26,119,T
0,3,42,409,X
0,2,39,170,T
0,4,16,87,X
1,2,43,157,T
0,4,55,369,X
1,1,16,340,X
1,4,26,347,X
0,1,13,441,X
1,4,41,351,X
0,2,44,66,T
0,4,32,497,X
1,2,30,833,X
1,2,40,237,X
0,1,9,394,X
0,4,40,341,X
1,4,31,351,X
1,4,29,332,X
0,4,26,322,X
0,3,49,154,T
1,4,42,376,X
1,4,57,388,X
0,1,17,386,X
1,1,11,147,X
0,4,44,247,X
1,3,66,51,T
0,2,31,190,X
0,3,26,446,X
1,3,29,403,X
0,1,9,354,X
1,1,5,147,X
0,1,13,382,X
0,2,44,189,T
1,1,7,258,X
0,4,31,114,T
1,2,39,488,X
0,4,20,236,X
1,2,38,181,T
1,2,45,422,X
0,3,66,434,X
1,4,30,205,X
1,2,17,388,X
0,3,60,369,X
1,3,65,244,T
1,2,47,412,X
0,2,20,434,X
1,1,12,54,T
1,2,34,339,X
0,3,60,478,X
0,3,59,71,T
0,3,21,223,X
1,2,123,115,T
1,3,69,325,T
1,4,60,638,X
1,2,48,489,X
1,1,20,100,T
1,4,32,310,X
0,4,20,301,X
0,1,18,446,X
1,2,136,450,T
1,2,15,121,X
1,2,115,168,T
1,3,35,247,X
0,2,31,293,X
0,2,45,297,X
0,4,25,52,T
1,2,45,326,X
1,2,32,57,T
0,4,38,350,X
0,3,37,378,X
0,3,76,357,T
0,2,16,280,X
1,2,43,400,X
0,2,23,145,X
1,4,15,466,X
1,2,17,139,X
1,2,18,407,X
1,2,17,245,X
1,1,8,324,X
0,2,27,327,X
1,2,26,357,X
0,1,10,131,X
0,4,46,443,X
0,2,30,75,T
0,1,146,374,T
1,4,43,306,X
0,3,65,333,X
0,3,27,212,X
0,1,17,673,X
0,1,6,278,X
0,1,16,91,X
1,1,7,147,X
1,1,15,846,X
1,4,33,445,X
0,3,40,202,X
1,1,8,494,X
0,1,160,430,T
1,2,46,446,X
1,2,36,260,X
1,3,34,151,T
0,3,38,249,X
1,2,126,125,T
0,1,14,125,X
0,2,35,137,T
1,4,24,425,X
0,4,54,212,T
0,3,28,223,X
0,3,27,202,X
0,2,23,197,X
0,2,49,211,T
1,2,39,384,X
1,4,29,54,T
0,4,33,81,T
0,1,125,124,T
1,1,18,120,X
0,2,46,248,X
0,2,18,105,X
1,2,16,224,X
1,2,181,75,T
0,1,9,356,X
1,2,50,304,X
1,1,7,350,X
0,4,25,242,X
1,3,36,145,T
0,1,12,430,X
0,3,47,435,X
1,2,42,454,X
1,1,133,486,T
1,4,21,455,X
1,4,28,269,X
0,2,48,387,X
0,3,41,421,X
1,3,104,198,T
0,3,76,188,T
0,3,124,429,T
1,1,11,364,X
1,4,55,488,X
1,2,32,243,X
1,3,54,236,T
1,2,23,342,X
1,3,46,155,T
0,3,27,75,T
0,2,23,802,X
0,2,42,51,T
1,1,9,66,X
0,3,78,292,T
0,2,21,349,X
0,3,56,411,X
1,2,17,469,X
0,1,137,308,T
1,1,8,281,X
0,3,48,460,X
1,3,70,239,T
1,2,21,318,X
0,3,25,194,X
0,3,75,303,T
1,2,18,175,X
0,1,18,319,X
0,4,39,438,X
1,1,7,141,X
1,2,40,403,X
1,4,42,91,T
0,1,5,284,X
0,3,27,314,X
1,2,37,272,X
0,1,14,108,X
0,3,127,232,T
1,3,53,163,T
1,2,30,483,X
1,1,9,155,X
0,4,36,224,X
0,1,18,354,X
1,2,27,345,X
0,4,56,294,X
0,4,29,342,X
0,2,20,457,X
0,2,44,348,X
0,3,24,284,X
0,2,46,907,X
0,2,37,86,T
1,1,14,412,X
1,4,59,149,T
1,3,52,120,T
0,1,17,481,X
1,3,35,500,X
1,3,57,449,X
1,3,74,356,T
1,2,36,89,T
0,2,16,677,X
0,4,19,60,T
0,2,30,420,X
0,1,15,422,X
0,1,18,354,X
0,3,64,295,T
0,4,60,490,X
0,1,10,363,X
1,2,23,490,X
1,1,5,314,X
1,3,49,288,X
0,2,30,424,X
1,2,45,438,X
1,3,64,390,X
0,2,39,148,T
0,1,13,262,X
0,2,37,74,T
1,3,68,101,T
1,3,69,230,T
1,3,56,433,X
0,1,5,308,X
1,3,33,77,T
0,4,51,130,T
0,3,73,145,T
1,1,5,127,X
0,3,62,293,T
0,3,39,196,X
0,3,62,302,T
1,3,35,229,X
0,4,35,113,T
1,1,19,268,X
1,4,37,320,X
1,1,10,60,X
1,2,26,50,T
0,4,33,101,T
1,2,28,429,X
0,3,70,108,T
1,3,49,170,T
1,1,134,140,T
1,2,18,703,X
1,4,28,388,X
1,1,11,344,X
0,1,20,369,X
1,4,41,203,T
1,2,37,279,X
0,4,42,106,T
1,1,17,433,X
0,1,14,450,X
1,3,40,360,X
1,1,13,240,X
0,1,165,434,T
1,2,42,490,X
0,2,29,273,X
1,3,60,247,T
0,2,43,196,T
0,4,21,63,T
1,2,18,336,X
1,2,30,466,X
0,1,12,223,X
1,2,46,138,T
0,3,39,232,X
1,1,15,455,X
0,1,12,209,X
0,3,52,464,X
0,4,43,413,X
0,2,35,493,X
1,2,26,191,X
1,4,27,246,X
1,1,11,406,X
1,1,8,498,X
1,1,16,289,X
0,1,16,238,X
0,1,12,174,X
1,2,39,107,T
0,2,32,981,X
1,4,23,128,X
1,4,37,328,X
1,4,42,310,X
0,2,42,416,X
1,3,65,378,X
0,2,180,316,T
1,2,30,218,X
0,1,17,277,X
0,4,25,494,X
0,1,12,249,X
0,1,10,415,X
1,2,40,369,X
0,3,46,241,X
0,2,42,230,X
0,1,133,341,T
0,1,12,362,X
1,1,17,176,X
0,1,145,286,T
0,2,39,111,T
0,4,163,317,T
0,4,17,338,X
1,4,117,301,T
0,1,20,223,X
1,2,15,175,X
1,2,28,324,X
0,3,36,218,X
0,4,19,310,X
1,1,9,269,X
0,2,15,363,X
1,2,42,168,T
0,2,40,422,X
1,4,46,491,X
0,1,118,177,T
1,4,28,349,X
0,1,10,139,X
1,4,48,279,X
0,1,9,362,X
1,1,6,367,X
0,3,136,207,T
0,2,18,330,X
0,4,167,342,T
0,1,9,122,X
1,3,76,306,T
0,2,33,228,X
1,1,20,158,X
1,3,36,52,T
1,1,20,313,X
0,1,15,172,X
1,3,136,308,T
0,2,43,314,X
1,2,26,385,X
0,4,16,102,X
1,1,10,823,X
1,2,42,331,X
0,1,12,182,X
1,1,9,306,X
1,4,31,426,X
0,1,18,156,X
0,2,28,206,X
1,3,51,222,T
1,3,26,431,X
0,4,47,392,X
0,4,55,145,T
0,1,7,63,X
1,2,31,108,T
1,3,29,867,X
1,4,48,482,X
0,4,29,63,T
0,1,19,376,X
0,1,13,145,X
0,1,19,237,X
1,1,17,311,X
0,4,53,101,T
1,2,41,254,X
1,3,21,470,X
0,2,48,449,X
0,3,155,341,T
0,3,74,431,X
1,4,44,689,X
0,1,13,303,X
1,1,7,278,X
0,4,51,329,X
1,4,24,300,X
0,3,76,98,T
1,2,33,482,X
0,4,49,156,T
0,3,67,388,X
0,1,9,311,X
0,1,14,175,X
0,3,43,297,X
0,4,43,370,X
1,1,8,224,X
1,3,62,181,T
1,4,27,173,X
1,1,13,254,X
1,2,43,306,X
1,3,58,267,T
0,2,33,113,T
1,4,33,84,T
1,2,37,480,X
0,3,80,466,X
1,2,23,498,X
0,1,12,334,X
1,4,38,214,X
1,1,14,196,X
1,1,11,473,X
0,4,17,604,X
0,2,20,374,X
0,2,45,423,X
0,3,49,93,T
0,2,50,141,T
0,4,41,118,T
1,3,73,279,T
1,4,36,312,X
0,2,32,66,T
0,2,26,195,X
0,4,164,481,T
1,2,47,160,T
1,1,184,145,T
1,1,7,211,X
1,4,39,290,X
0,1,7,480,X
1,2,34,178,X
0,1,13,370,X
1,2,39,412,X
1,2,30,292,X
0,3,59,487,X
1,4,48,464,X
0,4,16,59,T
0,4,19,875,X
0,3,58,380,X
1,4,36,381,X
1,2,22,248,X
0,4,48,226,T
1,4,58,199,T
1,4,16,350,X
0,2,38,421,X
0,2,36,191,X
1,3,24,209,X
0,3,42,263,X
1,1,11,272,X
1,4,33,135,T
1,1,7,247,X
0,4,34,222,X
0,3,41,354,X
0,4,32,408,X
1,1,13,282,X
1,3,71,496,X
0,2,26,263,X
1,4,39,79,T
0,3,46,354,X
0,4,41,446,X
1,2,15,396,X
0,4,28,279,X
0,1,13,70,X
1,4,36,203,X
1,1,9,266,X
0,4,52,81,T
1,3,47,140,T
1,3,36,423,X
0,4,51,259,X
1,4,27,120,T
0,1,5,361,X
1,2,39,395,X
0,4,38,474,X
0,1,5,436,X
1,1,5,189,X
1,2,49,95,T
0,1,5,373,X
1,2,42,416,X
0,2,46,811,X
1,2,44,228,X
0,3,39,490,X
1,3,52,54,T
0,1,13,250,X
0,2,151,219,T
0,4,44,295,X
1,1,11,285,X
1,3,57,343,X
0,2,41,158,T
0,3,61,177,T
0,4,17,162,X
1,1,19,440,X
0,3,70,443,X
0,4,47,370,X
1,1,10,76,X
0,2,159,472,T
1,4,117,137,T
0,4,25,217,X
0,2,49,437,X
1,3,27,679,X
0,1,8,214,X
0,4,34,336,X
0,4,44,210,T
0,3,34,483,X
0,2,22,393,X
1,2,44,463,X
0,2,16,365,X
0,1,7,107,X
1,3,68,445,X
0,1,7,201,X
1,3,27,282,X
0,2,19,481,X
0,2,41,362,X
0,4,40,490,X
0,3,42,204,T
1,3,76,299,T
1,2,45,294,X
1,1,15,320,X
1,1,9,159,X
1,3,61,492,X
1,1,12,136,X
0,4,41,431,X
1,1,12,214,X
0,3,34,68,T
1,1,10,107,X
0,4,40,276,X
1,4,55,65,T
1,2,20,203,X
1,2,28,477,X
1,4,28,217,X
0,2,50,88,T
1,1,14,85,X
0,4,33,82,T
1,3,21,221,X
0,1,10,208,X
0,3,52,67,T
1,4,59,447,X
1,3,39,390,X
1,2,42,398,X
0,1,10,326,X
0,3,29,474,X
1,4,22,68,T
0,3,108,153,T
0,3,29,382,X
0,1,15,492,X
0,4,19,157,X
0,2,30,128,T
1,3,52,345,X
0,2,16,415,X
1,1,12,152,X
0,4,39,484,X
0,3,57,331,X
1,1,9,484,X
1,4,185,778,T
1,1,13,550,X
1,4,18,184,X
0,2,48,181,T
0,1,16,400,X
0,1,8,291,X
0,4,39,350,X
0,4,57,768,X
1,3,31,448,X
1,1,14,177,X
0,4,50,142,T
1,4,57,117,T
0,2,50,181,T
1,2,34,488,X
1,2,36,426,X
1,1,9,267,X
1,4,178,319,T
1,2,20,259,X
0,1,19,437,X
1,2,30,487,X
0,1,15,377,X
0,3,61,232,T
1,2,25,137,X
1,2,18,446,X
0,3,69,248,T
1,4,22,202,X
0,4,30,163,X
1,4,54,278,X
1,4,48,453,X
0,3,64,498,X
1,2,17,68,T
1,4,15,65,T
0,1,18,274,X
0,3,47,154,T
1,3,184,243,T
1,3,62,359,X
0,3,50,355,X
0,3,42,211,X
1,3,62,151,T
0,4,29,153,X
0,4,55,469,X
1,4,51,52,T
1,3,28,140,T
0,4,46,486,X
0,4,148,357,T
1,4,45,453,X
0,3,70,153,T
0,3,44,376,X
0,4,35,114,T
1,3,42,243,X
0,4,19,156,X
1,2,26,82,T
0,3,46,128,T
0,2,23,191,X
0,4,48,296,X
0,3,57,479,X
0,2,31,502,X
0,2,40,185,T
0,1,15,497,X
1,4,51,424,X
0,4,25,230,X
1,3,48,250,X
0,1,17,388,X
1,1,7,440,X
0,1,174,345,T
0,3,36,81,T
1,2,177,209,T
1,4,24,256,X
0,2,25,482,X
0,3,46,386,X
0,4,31,199,X
1,1,16,97,X
0,1,18,263,X
0,1,17,182,X
0,4,43,67,T
1,3,21,88,T
1,2,34,440,X
0,3,35,392,X
1,3,151,125,T
0,1,7,299,X
1,4,18,416,X
1,4,40,365,X
0,2,40,321,X
1,1,13,145,X
1,2,21,80,T
0,1,17,95,X
1,4,56,472,X
0,2,30,382,X
0,1,19,883,X
1,4,28,225,X
1,3,67,212,T
1,2,18,74,T
1,1,20,224,X
1,3,33,286,X
0,3,42,416,X
1,1,11,268,X
1,2,34,363,X
0,4,40,186,T
0,2,34,216,X
0,2,23,387,X
0,2,36,216,X
1,4,23,435,X
1,4,18,129,X
1,1,7,360,X
0,3,79,202,T
0,1,10,353,X
1,3,71,186,T
0,3,49,125,T
1,3,44,442,X
0,2,44,71,T
0,4,169,169,T
1,3,66,470,X
0,2,36,204,X
1,1,142,358,T
0,3,62,322,X
1,4,17,315,X
1,3,64,266,T
1,2,30,484,X
1,3,32,192,X
0,4,32,908,X
1,2,25,54,T
0,3,74,79,T
0,2,27,332,X
1,1,13,143,X
0,1,7,339,X
0,4,169,459,T
1,1,10,315,X
1,4,28,305,X
1,3,69,94,T
1,2,37,219,X
0,1,10,105,X
0,3,59,293,T
0,2,44,477,X
0,2,36,429,X
0,3,63,175,T
0,4,32,185,X
0,1,16,193,X
1,3,25,463,X
1,1,20,344,X
0,2,26,351,X
0,4,56,500,X
1,1,16,386,X
1,4,51,249,T
1,3,79,375,T
1,1,16,208,X
1,2,46,320,X
1,4,34,131,T
1,4,50,312,X
0,1,19,444,X
1,2,31,319,X
0,2,32,249,X
1,3,31,405,X
0,3,24,488,X
0,4,40,484,X
1,2,43,273,X
1,4,42,90,T
0,2,28,252,X
1,4,26,393,X
0,2,40,444,X
1,3,71,214,T
0,1,9,343,X
1,1,12,214,X
1,1,16,167,X
0,4,49,284,X
1,3,70,251,T
0,2,23,471,X
1,4,27,278,X
1,4,18,165,X
0,2,121,407,T
1,1,7,664,X
1,1,19,135,X
1,4,49,171,T
0,4,27,316,X
0,1,14,331,X
1,4,56,110,T
1,1,17,76,T
1,3,66,192,T
0,2,27,313,X
0,4,24,121,X
0,4,19,162,X
1,3,76,122,T
0,1,9,316,X
1,1,6,234,X
1,1,13,347,X
1,4,31,75,T
0,1,20,335,X
0,4,45,442,X
0,2,23,379,X
1,3,69,409,X
0,2,121,80,T
0,4,107,185,T
1,3,30,376,X
0,1,6,246,X
0,2,31,68,T
0,3,32,164,X
0,3,47,336,X
0,2,41,136,T
1,4,55,489,X
0,4,44,117,T
0,2,34,175,X
1,2,38,365,X
0,2,169,433,T
1,3,139,483,T
0,2,28,321,X
1,3,80,443,X
0,2,26,468,X
1,1,19,238,X
1,3,56,456,X
1,3,75,232,T
1,4,49,100,T
1,4,56,363,X
1,1,17,302,X
1,2,166,481,T
1,4,23,437,X
1,3,46,103,T
0,3,59,461,X
0,1,14,208,X
0,2,50,471,X
1,1,5,347,X
1,1,6,409,X
1,4,33,288,X
1,3,29,261,X
0,2,49,321,X
1,4,37,164,T
1,3,41,492,X
1,2,39,64,T
1,4,47,128,T
1,1,10,129,X
1,2,39,362,X
1,3,38,214,X
1,4,40,160,T
1,1,12,162,X
1,2,35,154,T
1,3,75,262,T
0,3,56,179,T
0,2,17,116,X
0,3,33,392,X
1,3,55,482,X
0,3,52,446,X
1,4,55,164,T
1,1,11,414,X
1,3,25,401,X
1,2,41,348,X
1,2,48,177,T
1,4,29,435,X
0,4,26,157,X
0,4,44,324,X
0,2,37,137,T
0,1,5,374,X
1,1,12,252,X
0,1,6,159,X
1,4,37,291,X
1,3,49,107,T
0,3,46,217,T
0,2,48,382,X
1,2,47,491,X
1,4,19,113,X
0,1,15,136,X
1,1,6,143,X
1,2,24,456,X
1,4,20,299,X
0,3,31,382,X
1,1,13,365,X
0,1,11,98,X
1,3,31,99,T
0,4,59,124,T
1,2,25,293,X
1,1,7,230,X
0,2,25,292,X
0,4,36,904,X
0,2,20,432,X
0,1,14,96,X
1,4,152,86,T
0,2,31,155,T
0,3,49,82,T
0,3,31,359,X
0,2,33,376,X
1,3,39,423,X
1,2,48,349,X
0,2,33,374,X
0,2,49,195,T
1,1,20,182,X
1,2,49,247,X
0,4,43,878,X
1,3,74,334,T
1,3,30,71,T
0,1,11,448,X
1,3,80,423,X
0,2,19,161,X
1,4,54,245,T
0,2,41,154,T
0,2,28,87,T
1,3,31,233,X
1,2,21,405,X
0,3,28,300,X
0,4,32,335,X
1,1,166,142,T
0,3,56,196,T
0,1,10,500,X
0,4,41,437,X
1,4,35,468,X
0,2,25,431,X
0,3,42,88,T
0,4,21,221,X
0,1,151,345,T
0,3,32,444,X
1,2,30,500,X
1,2,45,496,X
1,1,6,293,X
0,4,47,125,T
1,3,37,105,T
1,3,174,484,T
1,2,24,307,X
1,1,19,394,X
1,1,15,377,X
1,1,6,301,X
0,1,19,150,X
1,4,59,390,X
0,2,20,479,X
0,3,80,248,T
0,3,46,105,T
1,1,15,387,X
0,2,50,351,X
1,2,28,374,X
1,2,18,394,X
1,4,23,264,X
0,1,101,342,T
0,3,29,371,X
0,2,25,410,X
1,3,33,490,X
1,1,12,64,X
1,2,40,473,X
1,1,12,299,X
1,3,51,191,T
0,1,19,192,X
1,2,16,292,X
0,1,13,180,X
1,3,71,449,X
1,1,6,470,X
0,1,189,380,T
1,4,59,460,X
1,4,147,271,T
0,2,36,406,X
0,3,64,366,X
1,4,40,152,T
1,4,29,439,X
0,4,139,275,T
0,3,69,246,T
0,4,52,143,T
0,3,30,407,X
1,1,7,428,X
1,3,55,461,X
0,4,17,419,X
0,4,56,62,T
1,2,44,178,T
0,2,22,210,X
1,1,5,308,X
1,4,50,94,T
0,2,142,324,T
1,3,48,446,X
1,4,48,119,T
0,4,57,239,T
0,4,28,112,T
1,3,74,360,T
0,3,49,253,X
1,1,6,251,X
1,4,48,198,T
0,1,15,323,X
0,3,44,493,X
1,3,50,381,X
0,3,75,92,T
0,4,46,139,T
0,1,14,173,X
0,4,26,357,X
1,3,76,91,T
0,4,43,238,X
0,2,19,297,X
0,4,34,237,X
0,2,24,322,X
0,4,21,196,X
1,1,14,89,X
0,1,6,393,X
0,2,32,789,X
1,3,76,171,T
0,2,42,406,X
1,3,30,350,X
0,4,19,300,X
1,2,48,252,X
0,4,16,329,X
0,1,19,138,X
0,3,56,252,T
1,2,31,278,X
1,3,53,472,X
1,2,43,134,T
0,4,45,316,X
0,1,10,461,X
0,4,158,364,T
0,3,65,301,T
0,1,7,155,X
1,2,48,221,T
1,3,63,587,X
0,3,77,300,T
0,3,31,175,X
1,4,48,407,X
1,1,9,346,X
1,1,12,357,X
0,3,39,76,T
1,1,7,405,X
0,2,29,138,T
0,4,18,328,X
0,2,34,410,X
0,4,20,414,X
1,3,30,311,X
1,3,26,196,X
1,1,17,317,X
0,2,43,447,X
0,3,27,446,X
0,4,34,430,X
1,2,43,132,T
1,2,22,86,T
0,2,28,260,X
1,4,55,62,T
0,3,38,284,X
1,2,45,316,X
1,3,60,59,T
1,2,20,81,T
0,4,42,245,X
0,2,36,361,X
0,1,15,259,X
0,3,20,219,X
1,1,13,419,X
1,1,6,163,X
1,2,27,76,T
0,3,41,105,T
1,1,18,127,X
1,2,32,389,X
0,3,64,383,X
0,3,74,329,T
1,3,25,166,X
1,1,143,242,T
1,1,5,311,X
1,3,71,136,T
1,1,8,236,X
1,4,52,159,T
1,2,46,312,X
0,1,7,499,X
0,2,49,597,X
0,2,32,389,X
1,1,6,402,X
1,4,44,468,X
0,3,30,458,X
0,4,43,415,X
1,3,36,123,T
0,2,29,184,X
1,4,45,223,T
0,4,20,329,X
1,1,5,385,X
0,1,13,68,X
1,1,5,345,X
1,2,34,86,T
1,4,53,147,T
0,4,28,439,X
0,2,101,148,T
0,2,43,455,X
1,2,136,131,T
1,3,26,152,X
0,2,34,70,T
0,2,35,327,X
0,1,20,263,X
0,2,21,104,T
1,1,12,183,X
0,4,18,148,X
1,1,12,110,X
1,4,46,447,X
1,1,5,287,X
1,3,30,314,X
1,1,13,50,T
0,4,60,226,T
1,4,17,409,X
0,2,33,469,X
0,1,5,662,X
0,2,46,120,T
0,1,20,277,X
1,2,23,460,X
0,1,13,164,X
0,3,70,158,T
1,3,71,372,X
1,3,23,302,X
0,2,41,144,T
0,4,15,299,X
1,4,38,369,X
1,3,80,200,T
1,4,18,316,X
1,3,61,329,X
1,2,38,472,X
1,1,10,115,X
0,2,23,495,X
0,3,41,312,X
1,3,31,368,X
1,1,17,120,X
1,1,11,491,X
1,1,12,373,X
0,2,193,393,T
1,4,19,60,T
1,3,65,256,T
1,1,14,372,X
1,3,57,430,X
1,4,20,469,X
0,4,44,217,T
0,1,11,115,X
1,1,13,402,X
1,2,141,346,T
0,4,22,351,X
1,3,38,493,X
1,1,18,107,X
1,3,44,331,X
0,1,20,413,X
0,1,8,124,X
1,2,33,229,X
1,4,16,102,X
0,1,7,318,X
0,2,37,83,T
0,1,10,306,X
0,3,80,410,X
0,3,29,381,X
1,1,8,261,X
1,2,34,178,X
0,3,171,111,T
1,4,41,243,X
0,3,48,342,X
0,2,18,290,X
1,4,39,106,T
0,1,16,180,X
1,3,45,104,T
1,4,101,874,X
1,4,29,65,T
0,1,11,380,X
1,4,30,488,X
0,1,11,219,X
1,3,20,122,X
1,2,48,488,X
0,2,18,280,X
1,3,42,427,X
0,3,24,650,X
1,2,50,462,X
0,1,7,282,X
1,1,5,116,X
1,4,58,456,X
0,1,19,162,X
0,4,45,449,X
0,1,11,298,X
0,2,15,151,X
1,4,40,464,X
0,2,40,365,X
1,2,38,398,X
0,3,53,128,T
0,3,70,70,T
0,3,31,451,X
1,4,18,207,X
0,4,41,388,X
1,4,26,378,X
0,4,23,466,X
1,4,45,173,T
0,3,69,338,T
0,1,5,397,X
0,2,19,336,X
1,1,5,490,X
1,4,53,434,X
1,4,18,364,X
1,2,15,143,X
0,1,15,504,X
1,4,18,226,X
0,4,27,240,X
1,4,23,372,X
1,3,20,298,X
0,3,71,131,T
1,4,54,307,X
0,3,36,481,X
0,1,13,464,X
1,3,78,441,X
1,2,33,321,X
0,3,71,73,T
0,4,34,106,T
0,1,10,252,X
0,2,23,280,X
1,2,38,318,X
0,3,77,107,T
1,2,32,196,X
1,2,29,477,X
0,3,76,335,T
1,1,13,159,X
0,3,71,335,T
1,2,43,288,X
1,4,25,440,X
1,2,40,164,T
1,3,61,61,T
1,4,58,482,X
0,1,9,374,X
1,3,22,137,X
1,2,19,296,X
1,4,59,181,T
0,1,10,193,X
0,2,47,96,T
0,1,6,243,X
1,4,55,397,X
0,1,8,327,X
0,2,28,205,X
1,2,36,56,T
0,2,44,315,X
0,4,39,289,X
0,4,16,324,X
0,3,56,355,X
1,3,65,174,T
0,2,38,448,X
0,4,25,186,X
0,1,19,346,X
0,3,27,146,X
1,3,21,280,X
1,4,58,439,X
1,1,14,156,X
0,2,30,236,X
1,2,29,91,T
0,4,39,331,X
0,3,40,282,X
0,1,16,294,X
1,1,20,107,X
0,1,9,175,X
0,4,44,137,T
0,3,39,113,T
1,1,200,247,T
1,2,47,483,X
0,1,16,484,X
1,1,19,923,X
1,4,60,421,X
1,2,18,466,X
0,1,8,69,X
1,2,27,52,T
0,4,15,78,X
1,1,16,237,X
1,4,17,415,X
0,4,36,91,T
1,2,26,444,X
1,2,48,207,T
0,3,143,388,T
0,1,19,205,X
1,1,17,251,X
1,3,46,225,T
0,4,31,266,X
0,4,48,216,T
1,4,25,288,X
1,2,33,355,X
1,3,58,389,X
0,1,7,389,X
0,2,44,239,X
1,4,51,498,X
1,3,70,283,T
1,3,73,523,X
0,1,18,250,X
0,1,5,457,X
1,4,31,236,X
0,3,134,163,T
0,1,19,355,X
0,4,35,157,T
1,1,9,100,X
1,4,55,162,T
1,3,64,301,T
0,2,16,53,T
0,3,34,415,X
1,1,20,105,X
0,1,19,126,X
0,2,32,294,X
0,2,43,347,X
0,2,42,154,T
1,1,5,178,X
1,4,19,130,X
1,2,45,230,X
1,2,38,213,X
0,2,28,372,X
1,4,43,488,X
1,1,13,85,X
0,3,42,431,X
1,4,42,175,T
1,1,12,204,X
0,1,6,246,X
1,4,47,422,X
1,1,12,331,X
0,4,15,256,X
0,3,56,489,X
1,1,12,481,X
1,4,56,179,T
0,3,27,466,X
1,3,23,175,X
0,1,199,488,T
0,4,39,153,T
1,2,44,301,X
1,4,34,462,X
0,3,47,220,T
0,3,37,300,X
1,4,31,396,X
1,3,22,334,X
1,2,50,493,X
1,1,15,218,X
1,2,33,60,T
0,1,16,143,X
1,4,27,77,T
1,3,56,166,T
0,1,7,287,X
1,2,18,274,X
0,3,73,230,T
0,2,44,159,T
1,2,37,416,X
0,2,19,152,X
0,3,68,480,X
1,3,28,311,X
0,2,15,201,X
1,1,20,123,X
0,3,114,405,T
1,2,34,836,X
1,1,144,371,T
0,3,39,71,T
0,2,41,495,X
1,4,56,202,T
1,3,75,358,T
0,4,33,229,X
0,4,37,141,T
0,3,34,471,X
0,3,24,149,X
1,1,16,151,X
0,1,8,389,X
1,4,34,71,T
1,2,36,465,X
1,4,29,117,T
1,1,5,194,X
0,2,41,387,X
1,4,34,101,T
1,3,23,416,X
0,1,16,249,X
1,2,46,424,X
0,4,22,408,X
0,4,33,159,T
0,2,43,438,X
0,1,13,327,X
0,3,57,81,T
0,2,36,458,X
1,3,63,158,T
1,1,16,198,X
0,4,38,134,T
1,1,12,106,X
1,3,60,155,T
0,3,78,159,T
0,1,14,63,T
0,2,33,367,X
1,3,74,284,T
0,1,10,470,X
0,4,46,257,X
1,3,78,240,T
1,3,61,689,X
0,2,32,346,X
0,4,21,274,X
0,1,8,142,X
0,2,49,322,X
1,4,34,70,T
1,1,19,484,X
0,4,19,493,X
1,1,5,226,X
1,3,145,483,T
1,1,14,428,X
0,2,34,403,X
0,3,37,93,T
1,2,45,458,X
0,4,15,74,T
0,3,32,406,X
1,4,27,411,X
0,1,19,422,X
0,4,48,332,X
0,3,43,290,X
0,3,79,91,T
0,2,37,421,X
0,2,36,363,X
1,3,65,394,X
0,4,58,786,X
0,3,45,84,T
1,4,35,192,X
1,4,56,420,X
1,3,38,300,X
1,3,52,284,X
0,3,20,382,X
0,1,15,62,T
1,2,40,145,T
1,3,64,318,T
1,2,45,332,X
0,2,49,246,X
1,4,58,842,X
1,1,15,193,X
0,4,27,417,X
1,4,15,118,X
0,1,20,368,X
0,4,33,767,X
0,2,42,288,X
1,3,53,334,X
1,2,48,223,T
1,4,18,351,X
0,2,22,63,T
0,3,43,204,T
1,4,45,263,X
1,4,16,912,X
1,1,14,51,T
1,1,20,484,X
0,4,15,371,X
1,3,74,282,T
1,3,72,152,T
1,1,17,173,X
1,4,40,403,X
0,2,49,298,X
0,4,17,258,X
1,2,25,434,X
1,1,6,255,X
1,1,7,299,X
0,1,18,240,X
0,1,17,306,X
0,3,35,146,T
0,2,36,284,X
1,4,147,385,T
0,2,44,124,T
1,4,21,292,X
1,4,43,304,X
0,3,74,199,T
0,1,19,122,X
0,4,21,484,X
1,3,24,61,T
0,4,36,307,X
0,1,10,85,X
0,3,68,199,T
0,3,77,255,T
1,4,41,371,X
1,2,37,292,X
0,1,8,434,X
1,4,33,234,X
1,1,20,450,X
1,1,10,428,X
1,3,27,322,X
1,2,36,143,T
0,1,10,435,X
0,2,15,274,X
0,2,49,80,T
1,2,38,74,T
1,3,35,95,T
1,1,14,257,X
0,3,69,88,T
1,2,43,778,X
1,2,50,329,X
0,3,52,476,X
1,3,77,256,T
0,4,42,393,X
0,2,20,365,X
0,3,76,445,X
0,1,11,221,X
0,1,8,496,X
1,1,188,199,T
0,4,181,273,T
0,2,42,441,X
1,2,19,91,T
0,2,24,204,X
